,57F-18,57F-15,57F-17,57F-66,55F-97
-0.5,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4966887417218543,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.49337748344370863,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4900662251655629,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4867549668874172,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.48344370860927155,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.48013245033112584,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4768211920529801,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4735099337748344,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.47019867549668876,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.46688741721854304,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.46357615894039733,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4602649006622517,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.45695364238410596,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.45364238410596025,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4503311258278146,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4470198675496689,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.44370860927152317,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4403973509933775,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4370860927152318,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4337748344370861,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4304635761589404,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4271523178807947,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.423841059602649,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4205298013245033,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.41721854304635764,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4139072847682119,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4105960264900662,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.4072847682119205,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.40397350993377484,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.40066225165562913,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3973509933774835,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.39403973509933776,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.39072847682119205,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.38741721854304634,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3841059602649007,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.38079470198675497,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.37748344370860926,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3741721854304636,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3708609271523179,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3675496688741722,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.36423841059602646,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3609271523178808,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3576158940397351,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.35430463576158944,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3509933774834437,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.347682119205298,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3443708609271523,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3410596026490066,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.33774834437086093,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3344370860927152,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.33112582781456956,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.32781456953642385,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.32450331125827814,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3211920529801324,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.31788079470198677,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.31456953642384106,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3112582781456954,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.3079470198675497,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.304635761589404,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.30132450331125826,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.29801324503311255,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2947019867549669,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2913907284768212,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2880794701986755,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2847682119205298,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2814569536423841,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2781456953642384,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2748344370860927,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.271523178807947,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.26821192052980136,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.26490066225165565,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.26158940397350994,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
-0.2582781456953642,0.8834830177155695,0.8880698811741436,0.8934980686949839,0.8887704000961285,0.8394645553676109
